index,song,year,artist,genre,lyrics
323,i-d-rather-you,1995,eazy-e,Hip-Hop,"Royalty, yeah
Yeah this one of dem songs you can kick back
Smoke a blunt and get real fucked up
That's what I'm talkin' 'bout E
Yeah, yeah statin' island in the house huh
I like to welcome you to another experience of [inaudible]
Ladies you can call me E, or you can just call me
Huh here we go uh uh uh
I'd rather fuck with you all through the night
'Cause your lookin' good
Now I'm takin' on your friends 'cause you ran your mouth
Like I knew you would
Even though I gotta flock that's pretty large
I don't wanna front
Butcha you know ya gotta work real hard to be
My number one
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck you boo, yeah
I'd rather fuck with you
I'd rather fuck with you 'cause you like the way
I run my game
I know you like my style 'cause you like the
Pleasure and the pain
Doesn't really matter whatchu say 'cause I
Ain't gonna stop
You could be my bottom girl and rise up
To the top
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck with you 'cause the other chicks
Wanna run their lies
You better hurry up and get this down
'Cause the check out time
She said she wanted me to go downtown
But I think I'll pass
But whatcha gotta do is do me first
And then get my cash
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck you, yeah
I'd rather fuck with you
I'd rather fuck you, yeah
I'd rather fuck with you"
324,nobody-move,1995,eazy-e,Hip-Hop,"Yo Ren, you're ready to go get this move?
[Believe that, boy]
You're strapped?
[Yeah, you know it]
Let's go do this, man, I got it all planned out
[Yeah, shoot any motherfucker that moves]
[""Alright everybody...""]
This is a stick-up, everybody get face-down
Ren, gag their mouths so they can't make a sound
Tie 'em up for the fact that I'm kickin' ass
I got my hand on my gat, and I'm tempted to blast
My name is Eazy, but I go the hard way out
This ain't personal, but now I'm about
To commit a crime and go through with it
You know what, no need for shakin', because I'm used to it
Take out the security guard with a slap of my hand
Yeah, he's wearin' a badge, but he's a ol ass man
Pump his ass in the head, and take his gun
So me and the punk can go one on one
Cover the lens on the TV screen
You know, so me and my gang just can't be seen
Lock the doors, and throw away the key
Close the blinds, so no motherfuckers can see
And smile, you know, cause I'm controllin' the shit
And no sucker ass nigga's gonna stop the hit
Wardrobes and locs, and a Ruthless shirt
That means I'm ready to work, and rush a fool to the dirt, so
[Repeat x4]
[""Nobody moves, nobody gets hurt""]
[Alright, anybody move and I'll blow your fuckin' head off]
Alright
Empty your pockets, but do it slow
Take everything you got and lay it on the fuckin' floor
Don't make me have to set an example today
And blow one of you crazy motherfuckers away
I'm in a bank, and it's a little bit funny
Takin all you stupid motherfuckers' money
Peepin at a bitch cause my dick's on hard
Laughin at the dumb ass security guard
Who's tied up for the moment, not sayin' a word
I should have known it before, the motherfucker's a nerd
But back to the bitches I'm peepin
And then untie the hoe, so I can start creepin
Took her to the backroom, about to jack
Cold trailed the bitch, with a gun in the back
I said: ""Lay down, and unbutton your bra!""
There was the biggest titties that a nigga ever saw
I said: ""Damn"", then the air got thinner
Only thought in my mind, was goin' up in her
The suspense was makin' me sick
She took her panties down and the bitch had a dick!
I said: ""Damn"", dropped the gat from my hand
[What I thought was a bitch, was nothing but a man]
Put the gat to his legs, all the way up his skirt
Because this is one faggot that I had to hurt, so
[Repeat x4]
[""Nobody moves, nobody gets hurt""]
[I said get down. I want you all face-down on the floor
Anybody moves and I shoot]
Stackin up the money and there's more to collect
Cause I don't give a fuck, I take traveler's checks
Yo, Ren, peep out the window, and tell me what you see
[Three motherfuckin police starin at me; what to do now?]
Hurry up and get on
Allright, tell me, who is the motherfuckin alarm?
I'm a give ya a chance, and count to three
Or else five of ya bitches are comin with me
[Police: Allright, Allright, come out niggaz, or we're coming in
This is the only chance to turn yourself in]
Fuck you! We got hostages, and plenty of loot
And don't give a damn and not afraid to shoot
We're sendin out the hostages, all except five
And if you don't meet our demands, they won't stay alive
We want a copter, so we can get away clean
And take some pussy along, if you know what I mean
One hostage got brave, and got off the floor
But I smoked his ass before he got to the door
[Police: They shot a hostage, they shot a hostage!]
[MC Ren: You stupid motherfucker tryin' to run
Now you're dead as fuck tryin' to race a gun]
[Police: Allright, this is the last chance to get off your ass
Or else the tear gas is about to blast]
I ran to the back and Ren followed behind
To a hell of a spot that was hard to find
The bank was fucked up, the shit was smokin
With screamin hostages, runnin and chokin
Gettin away, but I was suddenly stopped
At point blank range, by a motherfuckin cop
And I hope they don't think that a lesson was taught
Cause a nigga like the E was finally caught
My gat wouldn't fire, the shit wouldn't work
So, y'all know what time it is
[Repeat x4]
[""Nobody moves, nobody gets hurt""]
[Police: Well I'm giving you five seconds to let us through the gate or
I'm gonna shoot two of your guards]
[Hehe, they got me once, but they'll never get me again]"
325,we-want-eazy,1995,eazy-e,Hip-Hop,"""We want eazy!""
Well, clap ya hands then-come on
Clap ya hands everybody
Clap ya hands, come on, come on
Put ya hands together and clap 'em
Now can y'all say Eazy
Come on, say it
EAZ-Y
Everybody come on,
EAZ-Y
People from everywhere gather around
Checkin' out the sound that Eazy is throwin' down
With some help from Ren and Dre
Makin' a way with dope style
Yo Eazy, what ya gotta say
A miracle of modern creation
Eazy E's on the set
Hyped up with the bass
And a little bit of what ya love
From a brother who's smooth like a criminal
I mean subliminal
Otherwise known as a villain
Because I'm ruthless
When I spot a sucker, I kill 'em
But most I think know not to deal with me
Yo, it's obvious, tell 'em who you came to see
EAZ-Y
Yeah 'cause this is the way I know you like it
So you won't strike it
I took it and I hyped it
And now that it's done, I know ya pleased
At how the E just dose it with ease
Just imagine a crowd screamin', a girl dreamin'
Just to get a picture of me 'n' my B-O-Y-Z
From the H-double-O-D
N.W.A., down with me
Strong 'n' I'm ragin'
Turn the page 'n'
See I'm not a son of a gun
I'm a gauge 'n'
Nothin' can avoid this shot 'cause it's hittin'
It's so cool when you touch it, wear a mitten
I'm comin' off raw into ya speaker
Makin' the suckers on the street feel weaker
But most I think know not to deal with me
Yo, it's obvious, tell 'em who you came to see
EAZ-Y
Aw, never, I'm just too clever
So, in fact, that no one can sever
A blow from a maniac and yo, I make it clear
So a register is all I hear
Money overturned, then I jet
To make another hit, for you to go and get
Record stores sold out because you love it
Another example of how Eazy does it
EAZ-Y
We want Eazy"
326,niggaz-my-height-don-t-fight,1995,eazy-e,Hip-Hop,"Gimmie this, gimmie that, gimmie this, gimmie that
Bitch, step back and don't try to jack
""But mister dopeman, dopeman, can I get a hit?""
No, hoe but you can get my duck sick...
But let me finish my story as I was sayin'
I told you lil locs ain't playin'
Gotta roll with the bunches
can't help the travellin' bunches
Now ain't that somethin'
Just a case a few niggaz try to trip
Bone-out, put on my skimask
And come back blastin'
Cause niggaz my height don't fight
My name is Eazy-E
You're mothafuckin' right
They must to thought I was a busta
Wearin' your bullet-proof vest
So what's next?
I got my nine fitted up with deadline
And don't let me hit the wetbomb
So watcha want to do?
The red, white and blue, I got some for you too
Cause it gonna be on when i'm kickin' down my dough
So say hello to my new 44...
I'm a type of nigga...
That smokes mothafuckaz...
That smokes mothafuckaz...
I don't give a fuck fuck...
Smoke mothafuckaz...
I'ma smoke mothafuckaz...
Cause I'm the ""E""
So you can kiss my black ass
Fuck the white house, it ain't my house
So you can burn the mothafucka down for all I care
Cause t-shirts and khakies is all I wear
I'm from the city where they show no pitty
For a punk ass mark in the park
Blow his brains out, stuck him in the bushes
Take his gat, leave his ass for the rats
And let me hit that cisco, I got a 187 on my pistol
Warrant by the LAPD
Key for puttin' in work out my trade
Because the president never simp
One dumb dog to my residents
I'm goin' crazy like 1980
I need my ends, fuck you, pay me
Or I'ma have to get the strap
My nutty O.G. buddy Big Black
I make you shit in your pants
And shake like jelly
So tell off my homie said hello...
I'm a type of nigga...
That smoke mothafuckaz...
That smoke mothafuckaz...
I don't give a fuck...
Smoke mothafuckaz...
Smoke mothafuckaz...
Like it ain't no thang...
You can't check a checker
But when you want to try let me know
I got the strecher on stand-by
Starvin' for a nigga like you
The things is much bigger
Than the trigger
So I can show how to put in work:
The Ruthless-network drive-by experts
Straight outta compton kickin' up dust
The place where guns don't get a change to rust
I warned them and they still approached me
Now I got two more golf-hats for my trophy
I got a brand new trend, it's killin' men
Who is that? That's my little friend...
I don't give a fuck...
I don't give a fuck...
I don't give a fuck fuck fuck fuck fuck...
I don't give a fuck...
I don't give a fuck...
Smoke mothafuckaz...
Like it ain't no thang..."
327,no-more,1995,eazy-e,Hip-Hop,"We're sitting here with Eazy E
Believe that
How are you doing?
All right
So, Eazy, tell me, how was your life as a youngster ?
Ruthless, my style as a juvenile
Ran with a gang, slanged in the meanwhile
Bankin' , I specialized in gankin
whites, Mexicans, brothers and others
Daily, it's all about comin' up
Makin' sure no punks are runnin' up
Because I'm a gangster havin fun)
Strapped with a gat when I'm walkin' through Compton
Terrible, I never listened to my mother
It went in one ear, and out the other
Ran my gang, sold undercover
Call a girl out a name, yo I ain't no lover
I'm a pimp, mack daddy, lookin' for the dollar
At thirteen I bought a six-fo' Impala
Rollin, and runnin' from the police
Brother don't you know you can't trust a thief
or thug, convict, hoodlum or criminal
Leave your car open, gank for your stereo
Hard and raw, no regard for the law
(Eazy E, were you ever caught slipping?)
Hell no! Just trippin' off eight-ball
And girls ain't nothin' but female dogs to me
Bitches! I'm sorry for that verse
It's in my nature, I gotta curse
out anybody gettin' on my nerves
You get beat, ganked, broke and served
So you know who I am
and if you don't like it, I really don't give a damn
Hmm, I see, so you're rather violent?
Sometimes
Ok, what would be the situation when you so-called ""gank"" somebody?
Wait for some people to leave
I got another trick up my sleeve
Step with pep to the back of the house
Look then all the lights are out
Grabbed the door and it's locked, so
easily made my way to the window
Lift it up slow, cause it takes timing
Looked around, and then I climbed in
Once inside, I start takin'
Cause you know it's no time for shakin
Get what you gonna get, front and center
or get five years for breakin and enter
Move quickly, but no runnin'
Shht, I think somebody's comin'
Hear the front door key, and I flee
out the back door with a fist full of jewelry
Over the wall don't fall
Wipe my sweat cause that was a close call
gettin' ganked by the E is a lesson
So is there any more questions?
Yes, as a matter of fact, there is
Have you ever been involved in, like, a armed robbery or a hold-up?
You mean a two hundred eleven ?
Yeah
There's a store, but don't point
Walk inside, case the joint
One man behind the counter, another in the back
Go out to the car and load the gat
Grabbed the ski mask, here's the task
Go in broke, come out with cash
(Were you slick?)
Yeah, you gotta be cunnin'
Told Ice Cube to leave the car runnin'
Walked in, said: ""This is a robbery""
Didn't need the money, it's just a hobby
Fill the bag, homeboy, don't lag
I want money, beer, and a pack of zig-zags
The man in the back had a camera
so he came out to test his stamina
against Eazy E, but he took one
Fell to the floor, so I ran
back to the bucket, then I said: ""Punch it""
Took the gun, and then dumped it
I'm not like Robin Hood, cause I want more
Steal from the rich, hang with the poor
My pockets are fat, you see, it don't matter to me
I feel like nobody is badder than me
(Is all that true ?)
I don't lie
You see I'm not mister nice guy
Oh, so you're not exactly a role model?
Not exactly
And for your listeners, what does Eazy think of himself?
Bad and bold, you can't get with this
Those that tried, you're on my hit list
Can't be caught, sought or fought
thought, and damn so what?
Down and dirty from the C-P-T
N-W-A and Eazy-E
One more, before we end this session
(What's your real name?)
No more questions!"
328,eazy-duz-it,1995,eazy-e,Hip-Hop,"Little Girl Voice) He once was a thug from around the way.
Eazy, but you should(Eazy-E Interupts with)
Bitch, Shut the fuck up.Get the fuck out of here.
Yo Dre give me a funky ass bass line.
(Intro Chorus)
What fuck is up? In the place to be.
Coming on the mic is Eazy Motherfucking-E.
Dre is on the beat.Yella's on the cut.
So listen right close while we rip shit up.
(Shit Up echoes while fading.)
Well I'm Eazy-E, I got bitches galore
You may have a lot of bitches but I got much more
Wit my super duper group coming out to shoot
Eazy-E, motherfuckers cold knocking the boots
'Cause I'm a hip-hop thugster, I used to be a mugster
If you heard (cash register), you think I own a drugstore
Getting stupid because I know how
And if a sucker talks shit, I give him a (POW)
8 ball sipping, the bitches are flipping
Slow down, I hit a dipping, continue my tripping
Hitting my switches, collect from my bitches
The money that I make so I can add to my riches
Fill my stash box and start rubbing my gat
Feeling good as hell because my pockets are fat
A hardcore villain cold roaming the streets
And wit a homie like Dre just supplying the beats
Because I'm a ganster having fun
Never leave the pad without packing a gun
Hitting hard as fuck, I make you ask what was it
Boy you should have known by now, Eazy does it
I was knocking motherfuckers out
What's your name boy
Funky, fresh Eazy-E
Kick, kick that shit
Where you from fool, Compton, yea
Rolling through the hood, cold tearing shit up
Stick my head out the window and I say what's up
To the niggas on the corner cold bumping the box
But you know that's an alibi for slanging the rocks
A dice game started so I said what the fuck
So I put my shit in park and had to try my luck
Hard to roll wit my bitch jocking 24-7
Rolled them motherfuckers, ate 'em up, hit 11
Got another point, I made a ten a fo'
Was taking niggas money and was itching for mo'
Laughing in their faces and said you're all making me rich
Till one punk got jealous, cold slap my bitch
He pulled out his gat, I knew he wouldn't last
So I said to myself, homeboy, you better think fast
He shot (gunshots), Then I shot (gunshots)
As you can see, I cold smoked his ass (ha ha)
Because I'm a ganster having fun
Never leave the pad without packing a gun
Hitting hard as fuck, I make you ask what was it
Boy you should have known by now, Eazy does it
(Wait a minute, wait a minute, who does it)
Motherfucking Eazy does it
But how does he do it
Eazy does it do it eazy
That's what I'm doing
Stop
Man what ya gonna do now
Now I'm a break it down just to tell a little story
Straight out the box from the gangsta category
About a sucker, a sucker motherfucker
He's addicted, he's a smoker but in Compton called a clucker
He used to have a house car and golden rings
But the cooky cooky crack took all those things
He must of been starving 'cause he broke in my house
Caught the nigga on the street and straight took his ass out
Now I wanted for a murder that I had to commit
Yea I went to jail but that wasn't shit
Got to the station about a quarter of nine
Call my bitch to get me out 'cause I was down for mine
The bitch was a trip cold hung up the phone
Now my only phone call was in the ganking zone
All the SHIT I did for her like keeping her rich
I swear when I get out, I'm gonna kill the bitch
Well by now you should know it was just my luck
The baliff of the station was a neighborhood cluck
I looked him straight in the eye and said what's up
And said let's make a deal, you know I'll do you up
Now back on the streets and my records are clean
I creeped on my bitch wit my uzi machine
Went to the house and kicked down the do'
Unloaded like hell, cold smoked the ho
Because I'm a ganster having fun
Never leave the pad without packing a gun
Hitting hard as fuck, I make you ask what was it
Boy you should have known by now, Eazy does it
From around the way, born in '73
Hardcore B-boy named Eazy-E
It's '88 now, '73's obsolete
A nigga with a serious ass attitude and 100% street
And if you all wanna hear some more
In one way or the other, I'm a bad brother
Word to the motherfucker"
329,radio,1995,eazy-e,Hip-Hop,"[DJ: This is radio K-EAZY-E. Hi, this is Greg Mac. Mac Attack
And we're gonna go to the phones right now and find out what's
goin' on. Hello, who is this ?]
[Guy1: Yo, what's up ? This is Lorenzo Patterson]
[DJ: Yo man, where you callin' from ?]
[Guy1: I'm callin' from Compton and I want to hear Eazy E's new record]
[DJ: What's it called man ?]
[Guy1: Yo, it's called ""Radio""]
[DJ: We got it, you called the right station. And here it is...]
Eazy E rockin' non stop on the radio
with the funky fresh hip hop in stereo
Release some rhymes that you will find demandin'
with Dre's beats that are so outstandin'
I'm gettin' busy if you know what I mean
Always settin' me a mark in the hip hop scene
On the radio the greatest of all times
like Mohammed Ali cause I punch rhymes
So tune your station, and clear all the static
and tell the truth: you didn't know that I had it
in me, to be easy about the situation
So just kick it and listen to the station
playin' my music, it's hard to lose it
It's constantly on request cause you choose it
I'm Eazy E, my rap is strong
[and your radio's def when my record's on _ LL Cool J]
[chorus:]
[You want to know why...because...]
I'm on the...
[Radio (echo) _ Chuck D]
[Dr.Dre: Yeah, ruthless radio is in effect, Dr.Dre and Yella boy is in
ya
system. And right about now we got Eazy E and MC Ren in the studio
takin'
calls. So give'em a call and ask'em how they're doin']
[ring]
Hello, this is Eazy E. What's your name ?
[Girl1: Hi, this is Joyce.
I'd like to know if I can have your phone number?]
Yes, it's 9-7-6...
[click]
Now I want to turn up my box, and make much noise
and rock the party and shock all the be	-boys
Take on my radio from phono to tuner
I wouldn't have did it, later but sooner
Now I move my antenna to the center
then grab a hold of the handle and (??)
then bust a rhyme, you know I won't quit it
Am I lyin', Ren ? [MC Ren: Man, you know you're witty]
Your request is clear, that you're givin'
Without Eazy E you wouldn't be livin'
with me on a top 10, or a mix show
So hit your power button, and let's go
on vacation, with your station
that's playin' live in every location
Blowin' out ya speaker
it won't get weaker
I'll keep rockin' till I hit the peek
And your station is dope E-A-Z-why
It's on the air, but you axe why
I took out the cursin', and took rehearsin'
I feel dry, you know that I'm thirstin'
to get busy; I don't quit it
and once you hear my cut, I know you're gonna get it
Then bust a rhyme, while you're clappin' your hands
It's Eazy E on the air [rockin' without a band]
[chorus]
[DJ: You're on the radio, on K-EAZY-E, with Greg Mac. Don't forget to
join us this friday night live, we'll be jammin' it uptown with my
homeboys Eazy E, of course, N.W.A. and the whole Compton posse.
Can't make it out but, hey, stay eazy, and stay it on K-EAZY-E...
with more...radio]
Now disc jockeys are playin' me in rotation
hittin' number one spots across the nation
I'm on the charts, you can go list'em
but now listen, I'm on your system
AM or FM, I'm in power
You hear my music once every hour
So listen up to the rhyme and percussion
but do this with no discussion
Eazy's easin' fans I'm pleasin'
Why, I'm on top yo, I got reason
With no profanity, but what can I say
Yo Dre [Dr.Dre: What up ?] Do it your way
On the radio you get more looser
Take my word you're a dope producer
We combine to put out hits
but jealous people, they just have fits
cause we get airplay, but we're not through
Dre, am I serious ? [Dr.Dre: Cold word] Well thank you !
People that hear me, they know what I'm sayin'
On the air, I don't be playin'
Just gettin' my point across to the public
Rhymin' on the radio, that's my subject
I can play [rock], but I prefer [hip hop]
It's Eazy E on your radio non stop !
[chorus]
[MC Ren: Yo, this is MC Ren, can you comprehend ? We're for bite just
like TNT. Yo, what's the time ?]
[Girl2: Hi, my name is Tushie and I'd like to know when I get
paid, motha...]
[plop]
[Dr.Dre: You got ganked...
Hello, you're on the air. What's up ?]
[Girls: Hello, we'd like to speak to that cuty pie DJ speed]
[DJ Speed: Yo, this is DJ speed. What's up ?]
[Girls: The joke's on you, Jack ! Hahaha !]
[Dr.Dre: Hello, you're on the air]
[Guy3: Hey, what's up ? This is Nasty Naz callin' from Seattle]
[Dr.Dre: Hey, what's happenin', homeboy ?]
[Guy3: I'm callin' to be on Eazy E's new record, ""Radio""]
[Dr.Dre: Man, you're late. The record is already o...]"
330,automobile,1995,eazy-e,Hip-Hop,"Yo Dre man, I take this bitch out to the movies and shit
Man we're kissin' and grindin' and shit, so we hop in the back seat
You know man, this bitch rubbin' all over my dick
and frontin' like she's gonna give me the pussy
Man, and the bitch said 3 words, man, stop, no, and don't (oh shit!)
I said bitch
You don't have to front on me dear, (don't front me)
So why don't you just give that pussy hair?
If you'd be good to me, (yeah yeah)
Oh I'll be good to you,
and we'll both ride home in my automobile (fuckin' head in this car)
All that I want is a little puss' (that's all he wants)
All that I want is just a little head (ahaha just a little bit)
If you'd be good to me, (good)
Oh I'll be good to you,
and we'll both ride home in my automobile
You don't have to front on me bitch, (don't front on me muthafuckin' bitch)
Don't be afraid, it's only a dick (ahaha it's only a dick)
Give up the pussy soon, (yeah soon)
All I want is a little woo, [little]
or get your groupie ass out my hotel room
or get your groupie ass out my hotel room (get out get out)"
331,boyz-n-the-hood-remix,1995,eazy-e,Hip-Hop,"Hey yo man, remember that shit Eazy did a while back
Motherfuckers said it wasn't gonna work
That crazy shit, yeah the stupid shit
Hey yo Eazy! (Yo!)
Hey man why don't you come off the piano for a minute
And bust this crazy shit
Woke up quick at about noon
Just thought that I had to be in Compton soon
I gotta get drunk before the day begins
Before my mother starts bitchin' about my friends
About to go and damn near went blind
Young niggaz at the pad throwin' up gang signs
Ran in the house and grabbed my clip
With the Mac-10 on the side of my hip
Bailed outside and pointed my weapon
Just as I thought, the fools kept steppin'
Jumped in the fo' hit the juice on my ride
I got front back and side to side
Then I let the Alpine play
Bumpin' new shit by NWA
It was ""Gangsta Gangsta"" at the top of the list
Then I played my own shit, it went somethin' like this
Cruisin' down the street in my six-fo'
Jockin' the bitches, slappin' the hoes
Went to the park to get the scoop
Knuckleheads out there cold shootin' some hoops
A car pulls up, who can it be?
A fresh El Camino rolled, Kilo G
He rolls down his window and he started to say
It's all about makin' that GTA
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Down on B's in the place to give me the pace
He said my man JB is on freebase
The boy JB was a friend of mine
Til I caught him in my car tryin' to steal my Alpine
Chased him up the street to call a truce
The silly motherfucker pull out a deuce-deuce
Little did he know I had a loaded 12 gauge
One sucker dead, LA Times front page
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Bored as hell and I wanna get ill
So I went to a spot where my homeboys chill
The fellows out there, makin' that dollar
I pulled up in my 6-4 Impala
They greet me with a 40 and I start drinkin'
And from the 8-ball my breath starts stinkin'
Left to get my girl, to rock that body
Before I left I hit the Bacardi
Went to her house to get her out of the pad
Dumb hoe says something stupid that made me mad
She said somethin' that I couldn't believe
So I grabbed the stupid bitch by her nappy ass weave
She started talkin' shit, wouldn't you know?
Reached back like a pimp and slapped the hoe
Her father jumped up and he started to shout
So I threw a right-cross and knocked his old ass out
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I'm rollin' hard now I'm under control
Then wrapped the six-fo' round the telephone poll
I looked at my car and I said, ""Oh brother
I throw it in the gutter and go buy another""
Walkin home and I see the G ride
Now Kat is drivin Kilo on the side
As they busted a U, they got pulled over
An undercover cop in a dark green Nova
Kat got beat for resistin arrest
He socked the pig in the head for rippin his Guess
Now G is cut for doin the crime
For defense on the boy, he'll do some time
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I went to get them out but there was no bail
The fellaz start to riot in the county jail
Two days later in municipal court
Kilo G on trial straight cold cut a fork
""Disruption of the court"", said the judge
On a six year sentence my man didn't budge
Bailiff came over to turn him in
Kilo G looked up and gave a grin
He yelled out ""fire!"", then came Suzi
The bitch came in with a sub-machine uzi
Police shot the bitch but didn't hurt her
Both up state for attempted murder
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit"
332,eazy-street,1995,eazy-e,Hip-Hop,"[Eazy-E]
Now I'mma Break it down and tell a story
about a nigga in the wrong territory
Sharon and Shide is who he had to meet
he made a right turn down the wrong street
now whatta whatta whatta whatta pitty
a new jack in my muthafuckin' city
[Dr. Dre]
Compton that is
they say it's niggaz pimpin'
gangsta limpin'
[Eazy-E]
But back back to the nitty gritty
bout this nigga slippin' in my fuckin' city
by the time that he realized that he fucked up
the stupid muthafucka got a foot in his ass
now this is how the story goes
don't you ever bring your ass
in my neiborhood fuckin' my hoes
cause they all my hoes and even thoose
that i aint fucked with
[]
""fellas im ready to get up and do my thang!""
""Doin' it you know!""
[Eazy-E]
now lets get the story about the bitches
and tell how this kid went from right to riches
now he's drivin' fancy cars gettin' bitches galore
he was a dirty little boy that I knew next door
[Dr. Dre impersonating Mack Romey]
Mack the muthafuckin' Romey
the one and only
my dicks to hard to be lonely
[Eazy-E]
Now this muthafucka braggin' on how
he got all this and that and he got
all these bitches callin' him Big Daddy
ain't that a bitch how this muthafucka
get rich on my muthafuckin' street
thats supposed to be my god damn money
and this bastard is use to wear platform
shoes plad pants and nappy ass hair under
a fucked up hat now lets kick the story
about that
[Eazy-E]
When the sun falls
and the shit falls down
so when people start comin' around
knockin' at the door sayin' we want more
and moms wonderin' what the fuck they here for
rock cocaine yea just as I figured
but he can do that cause he's that nigga
from Eazy Street on the road to riches
money, cars, houses, and hoes thats how the
story goes and if the nigga stays up you
know he can't be beat all this shit happens
on Eazy Street
[Eazy-E]
Now back to the story about the bitches
[Dr. Dre]
about the what!
[Eazy-E]
The bitches, the bitches, the bitches yo
the bitches that wanna get with me
the E, the A, the Z, the Y, the E
so whats up bitch yo you wanna play
yo why don't you kiss whats behind the button display
my dick gets
[Dr. Dre]
Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiigh up
[Eazy-E]
Like Ballpark Franks baby
plump when you cook 'em
you know what I mean
my dick gets
[Dr. Dre]
Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiigh up
[Eazy-E]
Higher than a muthafucka
[Dr. Dre]
Shit thats sure enough funky right there
yo E kick some knowledge man explain to 'em
what you mean
[Eazy-E]
Uh oh day
day dum day
come on baby why don't ya suck it this way
aaaaah ooooh
[Dr. Dre]
Shit don't find the phillie baby
let it all hang out
[Eazy-E]
I feel it comin' (I feel it comin')
it's comin' now (it's comin' now)
[Dr. Dre]
Kick it one more time
[Eazy-E]
Uh oh day
day dum day
come on baby why don't ya suck it this way
aaaaah ooooh
[Eazy-E]
Uh oh day
day dum day
come on baby why don't ya suck it this way
aaaaah ooooh
[Dr. Dre]
oh yeah yo E give me a solo
[Eazy-E]
[*Talking Weird*]
you know...
it all happens on Eazy Street
you stupid muthafucka!"
